id,isResult,h,a,goals,xG,datetime,forecast
384,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '0', 'a': '4'}","{'h': '0.72512', 'a': '2.49358'}",2016-04-02 15:45:00,"{'w': '0.0442', 'd': '0.1162', 'l': '0.8396'}"
385,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '4', 'a': '0'}","{'h': '3.00742', 'a': '0.290619'}",2016-04-02 18:00:00,"{'w': '0.9558', 'd': '0.0384', 'l': '0.0058'}"
386,True,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '0', 'a': '4'}","{'h': '1.3239', 'a': '0.868303'}",2016-04-02 18:00:00,"{'w': '0.4982', 'd': '0.2815', 'l': '0.2203'}"
387,True,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '3', 'a': '2'}","{'h': '1.65216', 'a': '1.46835'}",2016-04-02 18:00:00,"{'w': '0.4074', 'd': '0.2903', 'l': '0.3023'}"
388,True,"{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'h': '2', 'a': '2'}","{'h': '1.17598', 'a': '0.4319'}",2016-04-02 18:00:00,"{'w': '0.6017', 'd': '0.289', 'l': '0.1093'}"
389,True,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'h': '0', 'a': '0'}","{'h': '1.54544', 'a': '0.0635563'}",2016-04-02 18:00:00,"{'w': '0.7948', 'd': '0.1948', 'l': '0.0104'}"
390,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '2', 'a': '2'}","{'h': '1.71369', 'a': '1.65593'}",2016-04-02 18:00:00,"{'w': '0.372', 'd': '0.2703', 'l': '0.3577'}"
391,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '1', 'a': '1'}","{'h': '1.37954', 'a': '1.23579'}",2016-04-02 20:30:00,"{'w': '0.3938', 'd': '0.2732', 'l': '0.333'}"
392,True,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '1', 'a': '0'}","{'h': '1.38701', 'a': '0.670068'}",2016-04-03 16:30:00,"{'w': '0.5671', 'd': '0.2844', 'l': '0.1485'}"
393,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '1', 'a': '0'}","{'h': '0.998692', 'a': '0.755625'}",2016-04-03 19:00:00,"{'w': '0.4179', 'd': '0.3492', 'l': '0.2329'}"
394,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '3', 'a': '3'}","{'h': '1.10973', 'a': '1.46966'}",2016-04-09 15:45:00,"{'w': '0.2672', 'd': '0.2662', 'l': '0.4666'}"
395,True,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '1', 'a': '1'}","{'h': '0.408379', 'a': '1.59979'}",2016-04-09 18:00:00,"{'w': '0.0705', 'd': '0.2082', 'l': '0.7213'}"
396,True,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '3', 'a': '1'}","{'h': '1.78477', 'a': '0.165982'}",2016-04-09 18:00:00,"{'w': '0.8328', 'd': '0.1432', 'l': '0.024'}"
397,True,"{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '1', 'a': '0'}","{'h': '1.9071', 'a': '1.3003'}",2016-04-09 18:00:00,"{'w': '0.5249', 'd': '0.2659', 'l': '0.2092'}"
398,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'h': '1', 'a': '2'}","{'h': '0.220872', 'a': '1.0038'}",2016-04-09 18:00:00,"{'w': '0.0717', 'd': '0.3483', 'l': '0.58'}"
399,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'h': '1', 'a': '0'}","{'h': '1.45029', 'a': '0.675663'}",2016-04-09 18:00:00,"{'w': '0.592', 'd': '0.2654', 'l': '0.1426'}"
400,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'h': '2', 'a': '1'}","{'h': '2.07325', 'a': '1.09413'}",2016-04-09 20:30:00,"{'w': '0.6542', 'd': '0.2287', 'l': '0.1171'}"
401,True,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '0', 'a': '2'}","{'h': '0.872232', 'a': '2.60072'}",2016-04-10 16:30:00,"{'w': '0.0576', 'd': '0.1406', 'l': '0.8018'}"
402,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '3', 'a': '0'}","{'h': '1.79647', 'a': '0.341238'}",2016-04-10 19:00:00,"{'w': '0.7806', 'd': '0.1721', 'l': '0.0473'}"
403,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'h': '4', 'a': '1'}","{'h': '2.21484', 'a': '0.85508'}",2016-04-10 19:00:00,"{'w': '0.7428', 'd': '0.1704', 'l': '0.0868'}"
404,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '0', 'a': '0'}","{'h': '1.59025', 'a': '0.759269'}",2016-04-13 23:00:00,"{'w': '0.5854', 'd': '0.2516', 'l': '0.163'}"
405,True,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'h': '0', 'a': '3'}","{'h': '1.09006', 'a': '1.99748'}",2016-04-16 15:45:00,"{'w': '0.1464', 'd': '0.228', 'l': '0.6256'}"
406,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '1', 'a': '0'}","{'h': '1.09127', 'a': '0.262427'}",2016-04-16 18:00:00,"{'w': '0.6032', 'd': '0.3146', 'l': '0.0822'}"
407,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '1', 'a': '1'}","{'h': '0.318721', 'a': '1.38323'}",2016-04-16 18:00:00,"{'w': '0.0721', 'd': '0.2592', 'l': '0.6687'}"
408,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'h': '3', 'a': '0'}","{'h': '1.5024', 'a': '0.787081'}",2016-04-16 18:00:00,"{'w': '0.5735', 'd': '0.2656', 'l': '0.1609'}"
409,True,"{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '0', 'a': '1'}","{'h': '2.2915', 'a': '0.364852'}",2016-04-16 18:00:00,"{'w': '0.8984', 'd': '0.0836', 'l': '0.018'}"
410,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '0', 'a': '3'}","{'h': '0.487715', 'a': '2.62768'}",2016-04-16 20:30:00,"{'w': '0.0231', 'd': '0.081', 'l': '0.8959'}"
411,True,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '2', 'a': '2'}","{'h': '1.95296', 'a': '1.56819'}",2016-04-17 16:30:00,"{'w': '0.4751', 'd': '0.2838', 'l': '0.2411'}"
412,True,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '1', 'a': '2'}","{'h': '0.85914', 'a': '1.81443'}",2016-04-17 16:30:00,"{'w': '0.1384', 'd': '0.2284', 'l': '0.6332'}"
413,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '1', 'a': '1'}","{'h': '1.73461', 'a': '0.275806'}",2016-04-17 19:00:00,"{'w': '0.7641', 'd': '0.1886', 'l': '0.0473'}"
414,True,"{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '0', 'a': '4'}","{'h': '0.458376', 'a': '2.89775'}",2016-04-18 23:00:00,"{'w': '0.0203', 'd': '0.0793', 'l': '0.9004'}"
415,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '1', 'a': '1'}","{'h': '0.455246', 'a': '0.522043'}",2016-04-19 22:45:00,"{'w': '0.2521', 'd': '0.4631', 'l': '0.2848'}"
416,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '3', 'a': '1'}","{'h': '3.96294', 'a': '1.22333'}",2016-04-20 22:45:00,"{'w': '0.9281', 'd': '0.055', 'l': '0.0169'}"
417,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '2', 'a': '0'}","{'h': '1.46607', 'a': '0.137416'}",2016-04-20 23:00:00,"{'w': '0.8173', 'd': '0.1625', 'l': '0.0202'}"
418,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '4', 'a': '0'}","{'h': '3.24472', 'a': '0.0886329'}",2016-04-20 23:00:00,"{'w': '0.9664', 'd': '0.0314', 'l': '0.0022'}"
419,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'h': '2', 'a': '0'}","{'h': '1.37348', 'a': '0.839742'}",2016-04-21 22:45:00,"{'w': '0.4846', 'd': '0.305', 'l': '0.2104'}"
420,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'h': '4', 'a': '0'}","{'h': '2.22482', 'a': '1.09174'}",2016-04-23 15:45:00,"{'w': '0.6826', 'd': '0.1953', 'l': '0.1221'}"
421,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '2', 'a': '4'}","{'h': '1.47192', 'a': '3.6648'}",2016-04-23 18:00:00,"{'w': '0.0697', 'd': '0.1061', 'l': '0.8242'}"
422,True,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '1', 'a': '4'}","{'h': '0.575087', 'a': '2.07192'}",2016-04-23 18:00:00,"{'w': '0.0702', 'd': '0.1646', 'l': '0.7652'}"
423,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '2', 'a': '2'}","{'h': '0.712881', 'a': '0.253033'}",2016-04-23 18:00:00,"{'w': '0.4419', 'd': '0.4427', 'l': '0.1154'}"
424,True,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '0'}","{'h': '0.617149', 'a': '0.97303'}",2016-04-24 17:05:00,"{'w': '0.2275', 'd': '0.345', 'l': '0.4275'}"
425,True,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'h': '4', 'a': '0'}","{'h': '3.31579', 'a': '0.576457'}",2016-04-24 19:15:00,"{'w': '0.9598', 'd': '0.0341', 'l': '0.0061'}"
426,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'h': '1', 'a': '1'}","{'h': '1.26346', 'a': '0.894413'}",2016-04-25 23:00:00,"{'w': '0.4449', 'd': '0.3018', 'l': '0.2533'}"
427,True,"{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'h': '1', 'a': '1'}","{'h': '0.68487', 'a': '1.43105'}",2016-04-30 18:00:00,"{'w': '0.1341', 'd': '0.2734', 'l': '0.5925'}"
428,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '1', 'a': '0'}","{'h': '0.53407', 'a': '1.05079'}",2016-04-30 18:00:00,"{'w': '0.1357', 'd': '0.3261', 'l': '0.5382'}"
429,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'h': '2', 'a': '1'}","{'h': '0.95281', 'a': '1.42599'}",2016-04-30 18:00:00,"{'w': '0.2267', 'd': '0.2866', 'l': '0.4867'}"
430,True,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '3', 'a': '2'}","{'h': '1.36255', 'a': '0.491793'}",2016-04-30 18:00:00,"{'w': '0.5973', 'd': '0.2809', 'l': '0.1218'}"
431,True,"{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '0', 'a': '3'}","{'h': '1.5346', 'a': '1.27183'}",2016-04-30 18:00:00,"{'w': '0.4153', 'd': '0.3091', 'l': '0.2756'}"
432,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'h': '1', 'a': '0'}","{'h': '0.781508', 'a': '0.578781'}",2016-04-30 20:30:00,"{'w': '0.3665', 'd': '0.392', 'l': '0.2415'}"
433,True,"{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '3', 'a': '1'}","{'h': '2.31862', 'a': '0.776186'}",2016-05-01 15:00:00,"{'w': '0.7697', 'd': '0.1641', 'l': '0.0662'}"
434,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '1', 'a': '1'}","{'h': '1.18462', 'a': '1.16622'}",2016-05-01 17:05:00,"{'w': '0.3522', 'd': '0.287', 'l': '0.3608'}"
435,True,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '4', 'a': '2'}","{'h': '2.84362', 'a': '1.12719'}",2016-05-01 19:30:00,"{'w': '0.814', 'd': '0.1401', 'l': '0.0459'}"
436,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '2', 'a': '2'}","{'h': '0.81661', 'a': '1.90407'}",2016-05-02 23:00:00,"{'w': '0.1027', 'd': '0.2163', 'l': '0.681'}"
437,True,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '0', 'a': '1'}","{'h': '1.36825', 'a': '1.48344'}",2016-05-07 15:45:00,"{'w': '0.3319', 'd': '0.2787', 'l': '0.3894'}"
438,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'h': '2', 'a': '1'}","{'h': '1.31448', 'a': '1.27766'}",2016-05-07 18:00:00,"{'w': '0.3608', 'd': '0.2966', 'l': '0.3426'}"
439,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'h': '1', 'a': '4'}","{'h': '2.39454', 'a': '2.47265'}",2016-05-07 18:00:00,"{'w': '0.3543', 'd': '0.257', 'l': '0.3887'}"
440,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '0', 'a': '0'}","{'h': '0.0312154', 'a': '1.09626'}",2016-05-07 18:00:00,"{'w': '0.0097', 'd': '0.2869', 'l': '0.7034'}"
441,True,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'h': '1', 'a': '1'}","{'h': '0.814964', 'a': '1.34282'}",2016-05-07 18:00:00,"{'w': '0.1747', 'd': '0.3058', 'l': '0.5195'}"
442,True,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '3', 'a': '2'}","{'h': '0.773876', 'a': '1.77677'}",2016-05-07 18:00:00,"{'w': '0.1323', 'd': '0.2196', 'l': '0.6481'}"
443,True,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '3', 'a': '1'}","{'h': '4.50525', 'a': '1.30184'}",2016-05-07 20:30:00,"{'w': '0.9249', 'd': '0.0535', 'l': '0.0216'}"
444,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '1', 'a': '2'}","{'h': '2.55547', 'a': '1.30812'}",2016-05-08 16:30:00,"{'w': '0.6943', 'd': '0.1938', 'l': '0.1119'}"
445,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '2', 'a': '0'}","{'h': '2.38919', 'a': '0.930803'}",2016-05-08 19:00:00,"{'w': '0.7358', 'd': '0.1675', 'l': '0.0967'}"
446,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '2', 'a': '2'}","{'h': '0.75375', 'a': '1.08084'}",2016-05-08 19:00:00,"{'w': '0.2304', 'd': '0.3122', 'l': '0.4574'}"
447,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '3', 'a': '2'}","{'h': '2.13311', 'a': '0.635987'}",2016-05-10 23:30:00,"{'w': '0.7557', 'd': '0.1832', 'l': '0.0611'}"
448,True,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '4', 'a': '2'}","{'h': '2.41871', 'a': '1.7686'}",2016-05-11 22:45:00,"{'w': '0.5392', 'd': '0.2364', 'l': '0.2244'}"
449,True,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '3', 'a': '0'}","{'h': '2.44887', 'a': '1.16563'}",2016-05-11 22:45:00,"{'w': '0.7137', 'd': '0.1909', 'l': '0.0954'}"
450,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '1', 'a': '1'}","{'h': '1.83934', 'a': '0.812268'}",2016-05-11 23:00:00,"{'w': '0.6351', 'd': '0.2204', 'l': '0.1445'}"
451,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '4', 'a': '0'}","{'h': '3.40207', 'a': '0.222731'}",2016-05-15 18:00:00,"{'w': '0.9677', 'd': '0.0283', 'l': '0.004'}"
452,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '1', 'a': '1'}","{'h': '1.86065', 'a': '1.23491'}",2016-05-15 18:00:00,"{'w': '0.5337', 'd': '0.254', 'l': '0.2123'}"
453,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'h': '3', 'a': '0'}","{'h': '2.40775', 'a': '0.43016'}",2016-05-15 18:00:00,"{'w': '0.8762', 'd': '0.0991', 'l': '0.0247'}"
454,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '5', 'a': '1'}","{'h': '2.42808', 'a': '0.869082'}",2016-05-15 18:00:00,"{'w': '0.7615', 'd': '0.1586', 'l': '0.0799'}"
455,True,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '4', 'a': '1'}","{'h': '2.32278', 'a': '1.24857'}",2016-05-15 18:00:00,"{'w': '0.6471', 'd': '0.2062', 'l': '0.1467'}"
456,True,"{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '2', 'a': '1'}","{'h': '0.288737', 'a': '2.94489'}",2016-05-15 18:00:00,"{'w': '0.0079', 'd': '0.0486', 'l': '0.9435'}"
457,True,"{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '1', 'a': '1'}","{'h': '0.115604', 'a': '2.04003'}",2016-05-15 18:00:00,"{'w': '0.0059', 'd': '0.0703', 'l': '0.9238'}"
458,True,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'h': '2', 'a': '2'}","{'h': '1.95277', 'a': '0.908817'}",2016-05-15 18:00:00,"{'w': '0.6536', 'd': '0.2276', 'l': '0.1188'}"
459,True,"{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '1', 'a': '1'}","{'h': '1.86869', 'a': '0.419877'}",2016-05-15 18:00:00,"{'w': '0.81', 'd': '0.1498', 'l': '0.0402'}"
460,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'h': '3', 'a': '1'}","{'h': '1.72109', 'a': '0.503471'}",2016-05-17 23:00:00,"{'w': '0.7221', 'd': '0.2007', 'l': '0.0772'}"
